"FD226035-7D13-4CB7-E053-4804A8C00430","478000","2022-11-01","W5 2SY","F","N","L","FLAT 4","23","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FD226035-7D13-4CB7-E053-4804A8C00430/current"
"C3C3F9B6-B387-362B-E053-6B04A8C03ACC","898000","2020-10-30","W5 2SY","S","N","F","","23","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/C3C3F9B6-B387-362B-E053-6B04A8C03ACC/current"
"6B32222B-E319-01F1-E053-6C04A8C0D2C8","335000","2018-04-16","W5 2SY","F","N","L","","SECOND FLOOR FLAT, 33","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6B32222B-E319-01F1-E053-6C04A8C0D2C8/current"
"0E4A33EB-69EE-4ABB-8082-48EE79C18A7C","264950","2013-11-15","W5 2SY","F","N","L","","SECOND FLOOR FLAT, 33","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0E4A33EB-69EE-4ABB-8082-48EE79C18A7C/current"
"CFC9085C-DB11-9A70-E053-6B04A8C09D6A","485000","2021-05-28","W5 2SY","F","N","L","FLAT A","35","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-DB11-9A70-E053-6B04A8C09D6A/current"
"93E6821F-34FF-40FD-E053-6B04A8C0C1DF","1650000","2019-03-27","W5 2SY","D","N","F","","43","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821F-34FF-40FD-E053-6B04A8C0C1DF/current"
"ED1FEF89-F3C0-4D78-89F1-B851A1DA10BA","1300000","2015-01-22","W5 2SY","D","N","F","","43","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/ED1FEF89-F3C0-4D78-89F1-B851A1DA10BA/current"
"75050A84-A8A1-9A88-E053-6B04A8C02390","800000","2018-08-02","W5 2SY","F","N","L","","45","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/75050A84-A8A1-9A88-E053-6B04A8C02390/current"
"3B7E0B8F-7062-EA99-E050-A8C062057E77","589950","2016-03-11","W5 2SY","F","N","L","","45","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B7E0B8F-7062-EA99-E050-A8C062057E77/current"
"F87E72F8-8A02-176C-E053-6B04A8C0D2BE","480000","2023-03-06","W5 2SY","F","N","L","","45A","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F8-8A02-176C-E053-6B04A8C0D2BE/current"
"BC8936BB-C402-0E2C-E053-6C04A8C0DBF4","995000","2020-12-17","W5 2SY","S","N","F","","51","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BB-C402-0E2C-E053-6C04A8C0DBF4/current"
"C8A3A575-D061-0425-E053-6C04A8C0947B","590000","2021-03-26","W5 2SY","F","N","L","FLAT A","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C8A3A575-D061-0425-E053-6C04A8C0947B/current"
"BC8936BB-31B6-0E2C-E053-6C04A8C0DBF4","510000","2018-08-15","W5 2SY","F","N","L","FLAT A","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BB-31B6-0E2C-E053-6C04A8C0DBF4/current"
"98C75472-BBBF-72E9-E053-6B04A8C042F0","20000","2019-06-27","W5 2SY","O","N","F","FLAT B","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-BBBF-72E9-E053-6B04A8C042F0/current"
"726BF13A-5753-0A46-E053-6C04A8C01D0D","470000","2018-04-27","W5 2SY","F","N","L","FLAT B","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/726BF13A-5753-0A46-E053-6C04A8C01D0D/current"
"C8A3A575-CFE6-0425-E053-6C04A8C0947B","315000","2021-06-25","W5 2SY","F","N","L","FLAT C","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C8A3A575-CFE6-0425-E053-6C04A8C0947B/current"
"6DA08449-8FBF-30F2-E053-6B04A8C05F3B","225000","2018-02-23","W5 2SY","F","N","L","FLAT C","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6DA08449-8FBF-30F2-E053-6B04A8C05F3B/current"
"E2D14906-77B1-4C2D-E053-6B04A8C0422B","15000","2021-12-20","W5 2SY","O","N","F","","55","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/E2D14906-77B1-4C2D-E053-6B04A8C0422B/current"
"AE4D86D3-C116-4619-E053-6C04A8C03CD0","322000","2019-09-02","W5 2SY","F","N","L","FLAT 1","61","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D3-C116-4619-E053-6C04A8C03CD0/current"
"B5755FFD-B3C2-7D01-E053-6C04A8C036B6","550000","2019-09-10","W5 2SY","F","N","L","FLAT 2","61","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFD-B3C2-7D01-E053-6C04A8C036B6/current"
"AC07BBCF-CE1A-0445-E053-6C04A8C01E31","525000","2019-10-03","W5 2SY","F","N","L","FLAT 3","61","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/AC07BBCF-CE1A-0445-E053-6C04A8C01E31/current"
"6DA0844A-BDE7-30F2-E053-6B04A8C05F3B","865000","2018-05-01","W5 2SY","S","N","F","FLAT 3","61","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/6DA0844A-BDE7-30F2-E053-6B04A8C05F3B/current"
"B5755FFE-98F5-7D01-E053-6C04A8C036B6","380000","2019-11-01","W5 2SY","F","N","L","FLAT 4","61","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-98F5-7D01-E053-6C04A8C036B6/current"
"4C58226B-332B-4254-8540-89D9C4FC2EA7","726551","2013-06-21","W5 2SZ","S","N","F","","42","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4C58226B-332B-4254-8540-89D9C4FC2EA7/current"
"7C2D0700-62A5-4963-E053-6B04A8C07B97","950000","2018-11-02","W5 2SZ","S","N","F","","44","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/7C2D0700-62A5-4963-E053-6B04A8C07B97/current"
"919FEC04-D280-9A90-E053-6C04A8C0A300","375000","2019-08-08","W5 2SZ","F","N","L","FLAT C","50","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC04-D280-9A90-E053-6C04A8C0A300/current"
"61D8894D-9058-3DE6-E053-6C04A8C01207","445000","2017-11-24","W5 2SZ","F","N","L","FLAT C","50","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/61D8894D-9058-3DE6-E053-6C04A8C01207/current"
"ED812BE1-EFC4-414C-808E-E5FFC33987BF","552000","2014-08-15","W5 2SZ","F","N","L","FLAT F","50","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/ED812BE1-EFC4-414C-808E-E5FFC33987BF/current"
"4C4EDFFF-A495-1854-E050-A8C063054F34","1150000","2017-02-03","W5 2SZ","S","N","F","","52","CRAVEN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4C4EDFFF-A495-1854-E050-A8C063054F34/current"
